"","age_group","boosted_rate","week","week_num"
"556","0-17 years",0,2024-02-11,111
"557","18-49 years",0,2024-02-11,111
"558","50-64 years",0.0020195,2024-02-11,111
"559","65-74 years",0.00200000000000003,2024-02-11,111
"560","75+ years",0,2024-02-11,111
"561","0-17 years",2.69999999999998e-05,2024-02-18,112
"562","18-49 years",0.00200000000000001,2024-02-18,112
"563","50-64 years",0.000332499999999989,2024-02-18,112
"564","65-74 years",0.00100000000000001,2024-02-18,112
"565","75+ years",0,2024-02-18,112
"566","0-17 years",5e-06,2024-02-25,113
"567","18-49 years",0,2024-02-25,113
"568","50-64 years",0.000935000000000024,2024-02-25,113
"569","65-74 years",0.00199999999999996,2024-02-25,113
"570","75+ years",0.000999999999999943,2024-02-25,113
"571","0-17 years",4.5e-05,2024-03-03,114
"572","18-49 years",0.00299999999999999,2024-03-03,114
"573","50-64 years",0.0048385,2024-03-03,114
"574","65-74 years",0.00700000000000003,2024-03-03,114
"575","75+ years",0.00900000000000006,2024-03-03,114
"576","0-17 years",0,2024-03-10,115
"577","18-49 years",0.000999999999999997,2024-03-10,115
"578","50-64 years",3.45000000000084e-05,2024-03-10,115
"579","65-74 years",0.00399999999999999,2024-03-10,115
"580","75+ years",0.00299999999999997,2024-03-10,115
"581","0-17 years",1.20000000000001e-05,2024-03-17,116
"582","18-49 years",0,2024-03-17,116
"583","50-64 years",2.60000000000105e-05,2024-03-17,116
"584","65-74 years",0.00600000000000001,2024-03-17,116
"585","75+ years",0.00799999999999997,2024-03-17,116
"586","0-17 years",2.09999999999999e-05,2024-03-24,117
"587","18-49 years",0.00200000000000001,2024-03-24,117
"588","50-64 years",2.69999999999726e-05,2024-03-24,117
"589","65-74 years",0.00100000000000001,2024-03-24,117
"590","75+ years",0.00100000000000001,2024-03-24,117
"591","0-17 years",2.99999999999995e-06,2024-03-31,118
"592","18-49 years",0,2024-03-31,118
"593","50-64 years",0.0010745,2024-03-31,118
"594","65-74 years",0.00199999999999996,2024-03-31,118
"595","75+ years",0.00100000000000001,2024-03-31,118
"596","0-17 years",2.20000000000001e-05,2024-04-07,119
"597","18-49 years",0.00199999999999999,2024-04-07,119
"598","50-64 years",0.00391350000000003,2024-04-07,119
"599","65-74 years",0.00100000000000001,2024-04-07,119
"600","75+ years",0,2024-04-07,119
"601","0-17 years",9.9999999999989e-07,2024-04-14,120
"602","18-49 years",0,2024-04-14,120
"603","50-64 years",0.000836499999999987,2024-04-14,120
"604","65-74 years",0.00100000000000001,2024-04-14,120
"605","75+ years",0.00100000000000001,2024-04-14,120
"606","0-17 years",0,2024-04-21,121
"607","18-49 years",0,2024-04-21,121
"608","50-64 years",6.25000000000142e-05,2024-04-21,121
"609","65-74 years",0.00100000000000001,2024-04-21,121
"610","75+ years",0.00199999999999996,2024-04-21,121
"611","0-17 years",7.00000000000006e-06,2024-04-28,122
"612","18-49 years",0,2024-04-28,122
"613","50-64 years",0,2024-04-28,122
"614","65-74 years",0.00199999999999996,2024-04-28,122
"615","75+ years",0,2024-04-28,122
"616","0-17 years",3.70000000000001e-05,2024-05-05,123
"617","18-49 years",0.00200000000000001,2024-05-05,123
"618","50-64 years",0.00214449999999999,2024-05-05,123
"619","65-74 years",0.00399999999999999,2024-05-05,123
"620","75+ years",0.00700000000000003,2024-05-05,123
"621","0-17 years",9.9999999999989e-07,2024-05-12,124
"622","18-49 years",0,2024-05-12,124
"623","50-64 years",5.19999999999854e-05,2024-05-12,124
"624","65-74 years",0,2024-05-12,124
"625","75+ years",0,2024-05-12,124
"626","0-17 years",3.00000000000022e-06,2024-05-19,125
"627","18-49 years",0,2024-05-19,125
"628","50-64 years",3.04999999999822e-05,2024-05-19,125
"629","65-74 years",0,2024-05-19,125
"630","75+ years",0.00100000000000001,2024-05-19,125
"631","0-17 years",0,2024-05-26,126
"632","18-49 years",0,2024-05-26,126
"633","50-64 years",0,2024-05-26,126
"634","65-74 years",0.00200000000000003,2024-05-26,126
"635","75+ years",0.00199999999999996,2024-05-26,126
"636","0-17 years",2.99999999999998e-05,2024-06-02,127
"637","18-49 years",0.00199999999999999,2024-06-02,127
"638","50-64 years",0.00458450000000003,2024-06-02,127
"639","65-74 years",0.00399999999999999,2024-06-02,127
"640","75+ years",0.00100000000000001,2024-06-02,127
"641","0-17 years",1.00000000000017e-06,2024-06-09,128
"642","18-49 years",0,2024-06-09,128
"643","50-64 years",0,2024-06-09,128
"644","65-74 years",0,2024-06-09,128
"645","75+ years",0.00100000000000001,2024-06-09,128
"646","0-17 years",9.9999999999989e-07,2024-06-16,129
"647","18-49 years",0,2024-06-16,129
"648","50-64 years",1.65000000000148e-05,2024-06-16,129
"649","65-74 years",0,2024-06-16,129
"650","75+ years",0,2024-06-16,129
"651","0-17 years",1.00000000000017e-06,2024-06-23,130
"652","18-49 years",0,2024-06-23,130
"653","50-64 years",9.69999999999871e-05,2024-06-23,130
"654","65-74 years",0,2024-06-23,130
"655","75+ years",0,2024-06-23,130
"656","0-17 years",0,2024-06-30,131
"657","18-49 years",0,2024-06-30,131
"658","50-64 years",0.000119499999999988,2024-06-30,131
"659","65-74 years",0.00100000000000001,2024-06-30,131
"660","75+ years",0,2024-06-30,131
"661","0-17 years",0,2024-07-07,132
"662","18-49 years",0.004,2024-07-07,132
"663","50-64 years",0.00386500000000002,2024-07-07,132
"664","65-74 years",0.00299999999999997,2024-07-07,132
"665","75+ years",0.005,2024-07-07,132
"666","0-17 years",0,2024-07-14,133
"667","18-49 years",0,2024-07-14,133
"668","50-64 years",0,2024-07-14,133
"669","65-74 years",0.00100000000000001,2024-07-14,133
"670","75+ years",0,2024-07-14,133
"671","0-17 years",0,2024-07-21,134
"672","18-49 years",0,2024-07-21,134
"673","50-64 years",3.79999999999825e-05,2024-07-21,134
"674","65-74 years",0,2024-07-21,134
"675","75+ years",0,2024-07-21,134
"676","0-17 years",0,2024-07-28,135
"677","18-49 years",0,2024-07-28,135
"678","50-64 years",2.54999999999939e-05,2024-07-28,135
"679","65-74 years",0.00100000000000001,2024-07-28,135
"680","75+ years",0.00100000000000001,2024-07-28,135
"681","0-17 years",0,2024-08-04,136
"682","18-49 years",0.00199999999999999,2024-08-04,136
"683","50-64 years",0.00197299999999998,2024-08-04,136
"684","65-74 years",0.00200000000000003,2024-08-04,136
"685","75+ years",0.00899999999999999,2024-08-04,136
"686","0-17 years",0,2024-08-11,137
"687","18-49 years",0,2024-08-11,137
"688","50-64 years",5.45000000000329e-05,2024-08-11,137
"689","65-74 years",0,2024-08-11,137
"690","75+ years",0.00100000000000001,2024-08-11,137
"691","0-17 years",0,2024-08-18,138
"692","18-49 years",0,2024-08-18,138
"693","50-64 years",0,2024-08-18,138
"694","65-74 years",0,2024-08-18,138
"695","75+ years",0,2024-08-18,138
"696","0-17 years",0,2024-08-25,139
"697","18-49 years",0,2024-08-25,139
"698","50-64 years",0,2024-08-25,139
"699","65-74 years",0,2024-08-25,139
"700","75+ years",0,2024-08-25,139
"701","0-17 years",0,2024-09-01,140
"702","18-49 years",0,2024-09-01,140
"703","50-64 years",0,2024-09-01,140
"704","65-74 years",0,2024-09-01,140
"705","75+ years",0,2024-09-01,140
"706","0-17 years",0,2024-09-08,141
"707","18-49 years",0.01,2024-09-08,141
"708","50-64 years",0.0188375,2024-09-08,141
"709","65-74 years",0.058,2024-09-08,141
"710","75+ years",0.026,2024-09-08,141
"711","0-17 years",0,2024-09-15,142
"712","18-49 years",0.007,2024-09-15,142
"713","50-64 years",0.0113465,2024-09-15,142
"714","65-74 years",0.031,2024-09-15,142
"715","75+ years",0.047,2024-09-15,142
"716","0-17 years",0,2024-09-22,143
"717","18-49 years",0.004,2024-09-22,143
"718","50-64 years",0.0200335,2024-09-22,143
"719","65-74 years",0.043,2024-09-22,143
"720","75+ years",0.036,2024-09-22,143
"721","0-17 years",0,2024-09-29,144
"722","18-49 years",0.008,2024-09-29,144
"723","50-64 years",0.0188115,2024-09-29,144
"724","65-74 years",0.028,2024-09-29,144
"725","75+ years",0.028,2024-09-29,144
"726","0-17 years",0.000351,2024-10-06,145
"727","18-49 years",0.022,2024-10-06,145
"728","50-64 years",0.0387285,2024-10-06,145
"729","65-74 years",0.054,2024-10-06,145
"730","75+ years",0.127,2024-10-06,145
"731","0-17 years",5.7e-05,2024-10-13,146
"732","18-49 years",0.007,2024-10-13,146
"733","50-64 years",0.0173005,2024-10-13,146
"734","65-74 years",0.031,2024-10-13,146
"735","75+ years",0.053,2024-10-13,146
