"","variant_group","week","weeks_since","share","total_shares_by_week","rescaled_share"
"325","XBB",2022-03-12,10,9.6234787634e-05,0.876859469954071,0.000109749385085663
"326","XBB",2022-03-19,11,0.000161763644428,0.905735361695407,0.000178599236895423
"327","XBB",2022-04-09,14,0.000140555737744,0.973340780776199,0.000144405474958023
"328","XBB",2022-04-16,15,0.00011934783106,0.985664921325225,0.000121083573613979
"329","XBB",2022-05-07,18,0.0001793747396735,0.991603000635224,0.000180893703991005
"330","XBB",2022-05-14,19,0.000239401648287,0.993163213453955,0.000241049653313704
"331","XBB",2022-05-21,20,0.0001648802717685,0.99319192141411,0.000166010484190954
"332","XBB",2022-05-28,21,9.035889525e-05,0.99329901766032,9.09684733836112e-05
"333","XBB",2022-08-27,34,0.0001357974033455,0.952373334581353,0.000142588414033236
"334","XBB",2022-09-03,35,0.000181235911441,0.940982365224045,0.000192602877736022
"335","XBB",2022-09-10,36,0.0002396723793935,0.929934229701757,0.000257730462798822
"336","XBB",2022-09-17,37,0.000298108847346,0.918886094179469,0.000324424157938966
"337","XBB",2022-09-24,38,0.000858906743815,0.907580173789029,0.000946370104394388
"338","XBB",2022-10-01,39,0.001419704640284,0.896167070080993,0.00158419639337528
"339","XBB",2022-10-08,40,0.0034517295425755,0.878774979217269,0.0039278878259028
"340","XBB",2022-10-15,41,0.005483754444867,0.861382888353545,0.00636622171047384
"341","XBB",2022-10-22,42,0.008794105844572,0.853032429607992,0.0103092280426118
"342","XBB",2022-10-29,43,0.012104457244277,0.84484905593854,0.0143273607979951
"343","XBB",2022-11-05,44,0.0201697734955815,0.833574615156977,0.0241967223195528
"344","XBB",2022-11-12,45,0.028235089746886,0.822133089299314,0.0343436970417407
"345","XBB",2022-11-19,46,0.037900401810475,0.827845604311734,0.0457819690206427
"346","XBB",2022-11-26,47,0.047565713874064,0.833721417468042,0.0570522873437964
"347","XBB",2022-12-03,48,0.0530222202069125,0.846206869035086,0.0626586974735537
"348","XBB",2022-12-10,49,0.058478726539761,0.858613932316074,0.0681082898131144
"349","XBB",2022-12-17,50,0.0705949722323565,0.870205652292497,0.0811244698840772
"350","XBB",2022-12-24,51,0.082711217924952,0.881886364135426,0.0937889747349019
"351","XBB",2022-12-31,52,0.105030746082775,0.887278578680707,0.118374035625818
"352","XBB",2023-01-07,53,0.127350274240598,0.892670793225988,0.142662082379073
"353","XBB",2023-01-14,54,0.196361935129971,0.895972060461646,0.219160779443052
"354","XBB",2023-01-21,55,0.265373596019345,0.899273327697303,0.295097817144055
"355","XBB",2023-01-28,56,0.352133730964852,0.90132517033635,0.390684452796814
"356","XBB",2023-02-04,57,0.438893865910359,0.903213714831509,0.485924713833905
"357","XBB",2023-02-11,58,0.518893235566793,0.905617439508206,0.572971779174855
"358","XBB",2023-02-18,59,0.598892605223228,0.908269847102929,0.659377394431282
"359","XBB",2023-02-25,60,0.631824732321547,0.89693905828426,0.70442325650324
"360","XBB",2023-03-04,61,0.664756859419867,0.885571082239038,0.750653304689134
"361","XBB",2023-03-11,62,0.704113289248197,0.885844896081833,0.794849405762284
"362","XBB",2023-03-18,63,0.743469719076528,0.886304474901406,0.838842339320506
"363","XBB",2023-03-25,64,0.775216128560714,0.887973843346117,0.873016851081444
"364","XBB",2023-04-01,65,0.8069625380449,0.889643211790827,0.907063109513877
"365","XBB",2023-04-08,66,0.82344257994555,0.884704033349408,0.930754861406104
"366","XBB",2023-04-15,67,0.839922621846199,0.881328284507617,0.9530190243644
"367","XBB",2023-04-22,68,0.846524567343295,0.880433524376712,0.961486067835249
"368","XBB",2023-04-29,69,0.85312651284039,0.879538764245807,0.969970338455673
"369","XBB",2023-05-06,70,0.845864176750183,0.866014376530074,0.976732257193434
"370","XBB",2023-05-13,71,0.838601840659976,0.85248998881434,0.983708725807232
"371","XBB",2023-05-20,72,0.816814701072871,0.832655512567726,0.98097555200709
"372","XBB",2023-05-27,73,0.795027561485767,0.812821036321111,0.978108988276339
"373","XBB",2023-06-03,74,0.759100718423724,0.790960533136967,0.959720095531333
"374","XBB",2023-06-10,75,0.723173875361681,0.769100029952823,0.940285849951197
"375","XBB",2023-06-17,76,0.708280704915523,0.751260350632946,0.942789945348224
"376","XBB",2023-06-24,77,0.693387534469365,0.734995086677372,0.943390707009895
"377","XBB",2023-07-01,78,0.662810219451784,0.717869869200511,0.923301350131819
"378","XBB",2023-07-08,79,0.632232904434204,0.699170236359349,0.904261754227848
"379","XBB",2023-07-15,80,0.598423441872,0.689304285624528,0.868155696043312
"380","XBB",2023-07-22,81,0.564613979309796,0.67925256991293,0.831228329960049
"381","XBB",2023-07-29,82,0.511122897267341,0.667185592697932,0.766088031368435
"382","XBB",2023-08-05,83,0.457631815224886,0.655644149344879,0.697988101750245
"383","XBB",2023-08-12,84,0.424731170758605,0.63787910042447,0.665849015081341
"384","XBB",2023-08-19,85,0.391830526292325,0.620493083319162,0.631482504520973
"385","XBB",2023-08-26,86,0.351962154731155,0.607440985739232,0.579417857856317
"386","XBB",2023-09-02,87,0.312093783169985,0.594694854691625,0.524796508171942
"387","XBB",2023-09-09,88,0.271121988072991,0.578352888773225,0.46878297547382
"388","XBB",2023-09-16,89,0.230150192975998,0.561542899173219,0.409853269117741
"389","XBB",2023-09-23,90,0.21797151118517,0.570242849469651,0.382243304563822
"390","XBB",2023-09-30,91,0.205792829394341,0.578942799766083,0.355463146752131
"391","XBB",2023-10-07,92,0.174073519185185,0.57131848303834,0.304687358020419
"392","XBB",2023-10-14,93,0.14235420897603,0.564040918194224,0.2523827693774
"393","XBB",2023-10-21,94,0.133212573826312,0.574699144082842,0.231795323166707
"394","XBB",2023-10-28,95,0.124070938676595,0.587879315717145,0.211048314440597
"395","XBB",2023-11-04,96,0.108439601492135,0.596774332108907,0.181709560310557
"396","XBB",2023-11-11,97,0.092808264307676,0.602930426597594,0.153928646181291
"397","XBB",2023-11-18,98,0.0810489638242865,0.605274256755365,0.133904528269148
"398","XBB",2023-11-25,99,0.069289663340897,0.608078368823045,0.113948574548063
"399","XBB",2023-12-02,100,0.0625805738382045,0.657689147075871,0.095152206960449
"400","XBB",2023-12-09,101,0.055871484335512,0.707299925328698,0.0789926342909584
"401","XBB",2023-12-16,102,0.044286235468462,0.725038377568126,0.0610812294060955
"402","XBB",2023-12-23,103,0.032700986601412,0.74257813161239,0.0440370988712084
