"","week","age_group","total_vaccinated","perc_doses"
"97",2021-04-25,"18-49 years",711204,0.0517036631970205
"98",2021-04-25,"50-64 years",527372,0.0821463869013638
"99",2021-04-25,"65-74 years",59722,0.0183631853217509
"100",2021-04-25,"75+ years",29791,0.0137059912816443
"101",2021-05-02,"0-17 years",82642,0.0216420763739401
"102",2021-05-02,"18-49 years",903198,0.0656613927821307
"103",2021-05-02,"50-64 years",414389,0.0645475283512762
"104",2021-05-02,"65-74 years",50020,0.0153800363315692
"105",2021-05-02,"75+ years",25072,0.0115349136790771
"106",2021-05-09,"0-17 years",95139,0.0249147588894301
"107",2021-05-09,"18-49 years",836480,0.0608110755719086
"108",2021-05-09,"50-64 years",255407,0.0397836105051399
"109",2021-05-09,"65-74 years",40362,0.0124104163617512
"110",2021-05-09,"75+ years",21016,0.00966886350827554
"111",2021-05-16,"0-17 years",73236,0.0191788570620492
"112",2021-05-16,"18-49 years",716701,0.0521032883911898
"113",2021-05-16,"50-64 years",214031,0.0333386553227813
"114",2021-05-16,"65-74 years",38075,0.0117072147805777
"115",2021-05-16,"75+ years",19693,0.00906018885936763
"116",2021-05-23,"0-17 years",42877,0.0112285195020138
"117",2021-05-23,"18-49 years",452133,0.0328695175396348
"118",2021-05-23,"50-64 years",144254,0.0224698029020679
"119",2021-05-23,"65-74 years",28706,0.00882645587633
"120",2021-05-23,"75+ years",14894,0.00685230553351046
"121",2021-05-30,"0-17 years",183415,0.0480322528269671
"122",2021-05-30,"18-49 years",315923,0.0229672167032136
"123",2021-05-30,"50-64 years",102613,0.0159835698503327
"124",2021-05-30,"65-74 years",21712,0.00667595659398303
"125",2021-05-30,"75+ years",11414,0.0052512565703967
"126",2021-06-06,"0-17 years",276889,0.0725109857591042
"127",2021-06-06,"18-49 years",293527,0.0213390548242583
"128",2021-06-06,"50-64 years",89994,0.0140179644402838
"129",2021-06-06,"65-74 years",20253,0.0062273465778343
"130",2021-06-06,"75+ years",10501,0.0048312112533499
"131",2021-06-13,"0-17 years",154219,0.0403864787434072
"132",2021-06-13,"18-49 years",253600,0.0184364106314987
"133",2021-06-13,"50-64 years",73721,0.0114831917294726
"134",2021-06-13,"65-74 years",16822,0.00517239046720627
"135",2021-06-13,"75+ years",8715,0.00400952348090128
"136",2021-06-20,"0-17 years",90006,0.0235705419291988
"137",2021-06-20,"18-49 years",181125,0.0131675665442831
"138",2021-06-20,"50-64 years",53942,0.00840230501853221
"139",2021-06-20,"65-74 years",12695,0.00390342985264437
"140",2021-06-20,"75+ years",6676,0.00307143760854813
"141",2021-06-27,"0-17 years",72794,0.0190631072283414
"142",2021-06-27,"18-49 years",143754,0.0104507404334403
"143",2021-06-27,"50-64 years",44198,0.0068845255498329
"144",2021-06-27,"65-74 years",10702,0.00329062672571879
"145",2021-06-27,"75+ years",5742,0.00264173078913771
"146",2021-07-04,"0-17 years",57661,0.0151001157498337
"147",2021-07-04,"18-49 years",134937,0.00980975528936332
"148",2021-07-04,"50-64 years",40578,0.00632065427759445
"149",2021-07-04,"65-74 years",10633,0.00326941076196673
"150",2021-07-04,"75+ years",5602,0.00257732077338026
"151",2021-07-11,"0-17 years",52387,0.0137189740688947
"152",2021-07-11,"18-49 years",136437,0.00991880345950231
"153",2021-07-11,"50-64 years",39344,0.00612843959528996
"154",2021-07-11,"65-74 years",10321,0.00317347770847913
"155",2021-07-11,"75+ years",5405,0.00248668667977871
"156",2021-07-18,"0-17 years",47207,0.0123624488684275
"157",2021-07-18,"18-49 years",128379,0.00933299668951565
"158",2021-07-18,"50-64 years",37627,0.00586099015483874
"159",2021-07-18,"65-74 years",9990,0.00307170257801633
"160",2021-07-18,"75+ years",5088,0.00234084400124219
"161",2021-07-25,"0-17 years",39812,0.0104258651121621
"162",2021-07-25,"18-49 years",111953,0.00813884652771361
"163",2021-07-25,"50-64 years",33202,0.0051717276190224
"164",2021-07-25,"65-74 years",9139,0.00281003902507419
"165",2021-07-25,"75+ years",4680,0.00215313481246334
"166",2021-08-01,"0-17 years",46494,0.0121757302452744
"167",2021-08-01,"18-49 years",112263,0.00816138314954234
"168",2021-08-01,"50-64 years",33198,0.00517110455684313
"169",2021-08-01,"65-74 years",8906,0.00273839671269403
"170",2021-08-01,"75+ years",4615,0.00212323016229024
"171",2021-08-08,"0-17 years",54364,0.014236705791158
"172",2021-08-08,"18-49 years",128104,0.00931300452499017
"173",2021-08-08,"50-64 years",39289,0.00611987249032501
"174",2021-08-08,"65-74 years",10373,0.00318946655072706
"175",2021-08-08,"75+ years",5326,0.00245034102802986
"176",2021-08-15,"0-17 years",60687,0.0158925569190642
"177",2021-08-15,"18-49 years",154086,0.0112018642293577
"178",2021-08-15,"50-64 years",45917,0.00715228652137376
"179",2021-08-15,"65-74 years",12795,0.00393417762619809
"180",2021-08-15,"75+ years",6785,0.00312158540653072
"181",2021-08-22,"0-17 years",69712,0.0182560009218086
"182",2021-08-22,"18-49 years",172806,0.0125627853926923
"183",2021-08-22,"50-64 years",48694,0.00758484743933127
"184",2021-08-22,"65-74 years",13668,0.00420260568932204
"185",2021-08-22,"75+ years",7315,0.00336542332332678
"186",2021-08-29,"0-17 years",64838,0.0169796102216007
"187",2021-08-29,"18-49 years",171387,0.0124596258237408
"188",2021-08-29,"50-64 years",46341,0.00721833111237627
"189",2021-08-29,"65-74 years",12962,0.0039855264080328
"190",2021-08-29,"75+ years",7083,0.00325868672578586
"191",2021-09-05,"0-17 years",50062,0.0131101089933955
"192",2021-09-05,"18-49 years",160005,0.0116321683087261
"193",2021-09-05,"50-64 years",40830,0.0063599071948884
"194",2021-09-05,"65-74 years",10733,0.00330015853552044
"195",2021-09-05,"75+ years",5859,0.00269555915944929
"196",2021-09-12,"0-17 years",44879,0.0117527981605728
"197",2021-09-12,"18-49 years",178739,0.012994107254982
"198",2021-09-12,"50-64 years",43610,0.00679293540948036
"199",2021-09-12,"65-74 years",11429,0.00351416303945431
"200",2021-09-12,"75+ years",6150,0.00282943997791657
"201",2021-09-19,"0-17 years",37289,0.00976514830120097
"202",2021-09-19,"18-49 years",151122,0.010986385045163
"203",2021-09-19,"50-64 years",36169,0.00563388399049519
"204",2021-09-19,"65-74 years",10964,0.00337118589242953
"205",2021-09-19,"75+ years",5968,0.00274570695743188
"206",2021-09-26,"0-17 years",28339,0.00742134510734357
